,Corporeality,Sliminess,Intellect,Hostility,Grotesqueness,Exorcist Hired,Cost of Exorcism (sp)
26089,22,30,34,4,18,Entity Eliminators,2242
26090,40,54,86,63,69,Wraith Wranglers,5323
26091,69,69,35,27,68,Demon Destroyers,3301
26092,19,26,32,32,43,Mundanifying Mystics,1822
26093,70,73,64,76,43,Mundanifying Mystics,1779
26094,59,57,73,54,77,Mundanifying Mystics,1824
26095,73,66,72,87,77,Mundanifying Mystics,3291
26096,37,18,54,54,19,Mundanifying Mystics,2563
26097,46,57,80,36,25,Mundanifying Mystics,3610
26098,40,43,32,30,17,Phantom Pummelers,2441
26099,74,38,36,61,79,Entity Eliminators,6567
26100,75,79,76,76,42,Demon Destroyers,3234
26101,47,42,11,40,31,Spectre Slayers,1377
26102,45,29,15,31,28,Mundanifying Mystics,2837
26103,48,77,63,57,75,Entity Eliminators,4930
26104,45,49,59,39,28,Entity Eliminators,2496
26105,55,81,41,81,56,Mundanifying Mystics,2084
26106,59,79,82,85,66,Mundanifying Mystics,2160
26107,63,75,60,85,46,Entity Eliminators,4575
26108,69,45,5,81,36,Phantom Pummelers,2294
26109,86,76,70,81,70,Entity Eliminators,4968
26110,70,62,55,38,37,Wraith Wranglers,2313
26111,69,17,48,75,27,Demon Destroyers,2259
26112,59,22,30,26,26,Mundanifying Mystics,3583
26113,76,61,79,84,88,Mundanifying Mystics,3364
26114,37,19,9,16,32,Entity Eliminators,2089
26115,28,19,29,29,25,Demon Destroyers,2114
26116,22,47,39,30,40,Demon Destroyers,2328
26117,35,34,65,32,30,Entity Eliminators,2226
26118,75,82,90,87,88,Demon Destroyers,5718
26119,65,63,62,61,49,Demon Destroyers,2717
26120,76,52,30,38,65,Mundanifying Mystics,3074
26121,70,56,92,32,30,Phantom Pummelers,2594
26122,39,29,20,25,31,Demon Destroyers,1824
26123,30,25,11,15,43,Entity Eliminators,1417
26124,77,36,69,84,85,Phantom Pummelers,3173
26125,32,45,14,15,15,Demon Destroyers,1226
26126,81,64,13,81,32,Phantom Pummelers,3059
26127,44,57,22,37,32,Demon Destroyers,2344
26128,39,67,30,33,34,Wraith Wranglers,2344
26129,87,76,50,81,68,Wraith Wranglers,5297
26130,35,17,24,21,25,Spectre Slayers,2579
26131,58,82,84,58,60,Mundanifying Mystics,2833
26132,23,22,15,27,17,Demon Destroyers,1896
26133,72,74,56,71,63,Mundanifying Mystics,2882
26134,62,69,61,67,34,Spectre Slayers,2954
26135,50,56,78,66,80,Demon Destroyers,5521
26136,5,16,8,9,14,Spectre Slayers,1791
26137,38,25,5,27,29,Phantom Pummelers,1849
26138,27,29,7,54,54,Demon Destroyers,3401
26139,17,18,12,34,20,Entity Eliminators,1964
26140,49,72,68,94,68,Mundanifying Mystics,3113
26141,69,81,68,38,52,Mundanifying Mystics,2375
26142,28,15,6,17,17,Demon Destroyers,1393
26143,49,68,68,86,55,Mundanifying Mystics,1944
26144,60,31,63,18,33,Spectre Slayers,4648
26145,54,17,47,35,15,Mundanifying Mystics,2940
26146,70,29,46,26,58,Demon Destroyers,3667
26147,42,41,76,24,52,Entity Eliminators,4664
26148,27,23,28,48,33,Entity Eliminators,1869
26149,83,50,54,59,62,Demon Destroyers,3380
26150,36,44,7,22,17,Entity Eliminators,1615
26151,63,82,58,91,85,Phantom Pummelers,5994
26152,63,76,81,86,63,Wraith Wranglers,5295
26153,61,85,70,61,79,Demon Destroyers,3352
26154,43,49,71,8,15,Mundanifying Mystics,3936
26155,35,33,16,21,19,Phantom Pummelers,2423
26156,27,44,22,16,33,Entity Eliminators,2557
26157,34,55,21,58,19,Mundanifying Mystics,2297
26158,47,37,24,25,72,Entity Eliminators,3350
26159,22,69,60,55,49,Entity Eliminators,4680
26160,74,69,46,75,77,Entity Eliminators,5178
26161,51,18,28,15,22,Demon Destroyers,1635
26162,20,9,26,34,29,Wraith Wranglers,3296
26163,54,45,21,52,55,Wraith Wranglers,5335
26164,43,36,28,24,14,Entity Eliminators,2453
26165,33,35,27,22,39,Entity Eliminators,2865
26166,12,14,23,30,48,Mundanifying Mystics,4553
26167,69,70,82,71,70,Mundanifying Mystics,2876
26168,24,26,26,20,28,Entity Eliminators,3171
26169,29,25,33,15,15,Mundanifying Mystics,2618
26170,72,62,50,81,77,Demon Destroyers,6327
26171,64,74,77,66,54,Phantom Pummelers,4577
26172,39,51,14,22,28,Phantom Pummelers,3107
26173,62,52,83,41,68,Phantom Pummelers,4090
26174,52,74,70,86,73,Spectre Slayers,3308
26175,65,68,63,78,58,Phantom Pummelers,4370
26176,66,63,76,84,83,Mundanifying Mystics,1675
26177,60,61,65,91,77,Demon Destroyers,5441
26178,24,17,15,9,22,Mundanifying Mystics,3996
26179,24,45,21,14,40,Wraith Wranglers,2326
26180,78,40,75,90,77,Entity Eliminators,3421
26181,15,44,15,16,11,Mundanifying Mystics,4167
26182,49,44,84,88,79,Entity Eliminators,3781
26183,89,81,44,53,89,Demon Destroyers,6550
26184,50,77,78,66,56,Demon Destroyers,3870
26185,54,21,27,17,17,Entity Eliminators,2061
26186,60,52,34,67,56,Phantom Pummelers,2281
26187,75,26,82,38,24,Demon Destroyers,1888
26188,66,77,58,78,83,Wraith Wranglers,6557
26189,13,30,11,21,9,Demon Destroyers,1254
26190,63,64,54,58,79,Phantom Pummelers,4612
26191,33,18,47,78,32,Wraith Wranglers,2727
26192,75,67,75,63,55,Phantom Pummelers,4491
26193,62,54,78,35,52,Spectre Slayers,5239
26194,45,13,45,15,18,Wraith Wranglers,1797
26195,33,28,45,39,24,Phantom Pummelers,2161
26196,9,18,6,73,33,Demon Destroyers,3372
26197,72,62,70,85,54,Phantom Pummelers,3319
26198,25,21,18,31,41,Phantom Pummelers,1393
26199,64,41,44,88,67,Wraith Wranglers,6921
26200,74,42,72,79,66,Demon Destroyers,4527
26201,55,72,82,37,63,Entity Eliminators,4792
26202,53,51,92,82,84,Entity Eliminators,5150
26203,16,33,30,35,22,Demon Destroyers,2088
26204,18,19,40,64,23,Demon Destroyers,2062
26205,52,43,40,78,73,Phantom Pummelers,1968
26206,76,56,48,69,82,Entity Eliminators,4974
26207,60,70,86,84,71,Spectre Slayers,5073
26208,44,53,79,82,61,Spectre Slayers,4187
26209,60,70,34,86,52,Spectre Slayers,3098
26210,38,23,23,46,32,Spectre Slayers,1754
26211,67,49,81,55,82,Mundanifying Mystics,2248
26212,67,64,16,85,45,Wraith Wranglers,4754
26213,83,63,81,56,50,Wraith Wranglers,3319
26214,51,41,16,32,25,Mundanifying Mystics,4455
26215,13,8,70,19,47,Mundanifying Mystics,2070
26216,24,24,43,18,28,Mundanifying Mystics,3494
26217,54,21,11,32,31,Wraith Wranglers,1769
26218,22,26,22,10,17,Mundanifying Mystics,4784
26219,49,41,14,13,22,Mundanifying Mystics,3818
26220,50,58,57,66,84,Spectre Slayers,4646
26221,60,51,50,68,68,Demon Destroyers,4880
26222,46,66,36,81,58,Entity Eliminators,4315
26223,65,77,70,91,70,Mundanifying Mystics,2750
26224,34,15,7,11,26,Mundanifying Mystics,3003
26225,23,24,12,30,25,Demon Destroyers,1165
26226,69,67,34,23,73,Demon Destroyers,3495
26227,42,75,42,61,61,Demon Destroyers,2905
26228,30,14,45,70,71,Mundanifying Mystics,1848
26229,57,70,65,45,50,Phantom Pummelers,4416
26230,67,80,58,69,58,Mundanifying Mystics,2358
26231,46,25,15,48,36,Demon Destroyers,1938
26232,35,58,25,76,80,Demon Destroyers,3195
26233,73,66,87,19,21,Entity Eliminators,5411
26234,32,15,16,37,22,Mundanifying Mystics,2653
26235,38,64,83,80,80,Entity Eliminators,3229
26236,49,57,52,76,62,Demon Destroyers,3057
26237,83,49,67,56,62,Entity Eliminators,4471
26238,18,41,15,32,24,Demon Destroyers,2483
26239,68,82,83,69,68,Spectre Slayers,5908
26240,42,68,58,79,60,Spectre Slayers,5347
26241,48,81,67,71,68,Mundanifying Mystics,2990
26242,45,33,52,18,23,Phantom Pummelers,1170
26243,28,50,26,46,20,Mundanifying Mystics,3183
26244,36,18,44,31,30,Entity Eliminators,1803
26245,84,62,71,52,68,Mundanifying Mystics,3778
26246,51,25,10,46,70,Mundanifying Mystics,2420
26247,62,30,37,29,25,Demon Destroyers,2511
26248,29,22,43,17,59,Mundanifying Mystics,4279
26249,32,16,30,43,31,Phantom Pummelers,1577
26250,55,74,43,67,54,Phantom Pummelers,5089
26251,14,24,24,52,30,Mundanifying Mystics,2315
26252,74,89,60,80,90,Mundanifying Mystics,2187
26253,29,50,20,12,12,Spectre Slayers,2953
26254,44,56,30,15,65,Entity Eliminators,4631
26255,29,23,55,23,22,Entity Eliminators,2116
26256,21,10,12,64,29,Phantom Pummelers,1810
26257,61,59,61,89,83,Phantom Pummelers,3482
26258,41,30,34,47,18,Phantom Pummelers,2350
26259,64,89,33,75,72,Demon Destroyers,3340
26260,21,20,26,26,14,Demon Destroyers,1124
26261,28,37,14,78,32,Entity Eliminators,1815
26262,84,76,74,89,57,Phantom Pummelers,3045
26263,21,28,9,32,51,Entity Eliminators,2028
26264,50,84,98,87,71,Phantom Pummelers,5314
26265,44,68,71,74,13,Entity Eliminators,4191
26266,35,36,63,20,18,Phantom Pummelers,4015
26267,39,20,7,36,18,Phantom Pummelers,1894
26268,57,54,43,45,49,Spectre Slayers,3954
26269,43,69,68,93,68,Demon Destroyers,3943
26270,48,33,75,76,73,Entity Eliminators,2566
26271,62,47,64,58,72,Entity Eliminators,4335
26272,25,10,10,14,15,Wraith Wranglers,1948
26273,49,71,79,16,62,Spectre Slayers,5765
26274,30,42,44,84,35,Spectre Slayers,3103
26275,34,58,36,68,39,Demon Destroyers,2607
26276,65,78,69,66,70,Demon Destroyers,4243
26277,81,82,79,86,37,Demon Destroyers,3649
26278,83,81,65,79,53,Demon Destroyers,4909
26279,69,69,78,55,58,Mundanifying Mystics,2747
26280,14,29,70,46,28,Phantom Pummelers,2198
26281,10,29,18,30,21,Spectre Slayers,1187
26282,53,62,52,81,65,Mundanifying Mystics,3005
26283,30,33,18,17,40,Demon Destroyers,2571
26284,14,20,22,19,44,Wraith Wranglers,3392
26285,76,93,78,94,79,Entity Eliminators,5838
26286,30,62,22,36,32,Phantom Pummelers,4567
26287,52,40,18,26,17,Mundanifying Mystics,2974
26288,31,61,71,49,56,Phantom Pummelers,5136
26289,42,19,36,36,21,Wraith Wranglers,1996
26290,49,56,72,42,24,Demon Destroyers,2503
26291,42,39,71,19,15,Mundanifying Mystics,3404
26292,30,49,44,44,27,Phantom Pummelers,2878
26293,38,20,39,28,14,Mundanifying Mystics,4729
26294,47,35,13,54,58,Mundanifying Mystics,2245
26295,17,18,40,39,38,Phantom Pummelers,2904
26296,11,11,45,17,21,Entity Eliminators,1693
26297,60,77,78,32,69,Wraith Wranglers,2782
26298,11,10,15,15,13,Wraith Wranglers,1364
26299,37,16,24,31,18,Phantom Pummelers,1217
26300,46,47,37,45,13,Entity Eliminators,1398
26301,63,52,78,73,79,Mundanifying Mystics,3180
26302,74,75,59,94,80,Wraith Wranglers,6728
26303,39,38,22,36,44,Entity Eliminators,2813
26304,74,66,28,71,21,Entity Eliminators,2787
26305,70,76,45,49,60,Demon Destroyers,5229
26306,73,75,80,67,64,Demon Destroyers,4655
26307,49,43,18,25,13,Mundanifying Mystics,3248
26308,11,56,17,13,26,Phantom Pummelers,2536
26309,47,60,97,79,48,Phantom Pummelers,5270
26310,24,40,24,6,26,Wraith Wranglers,1864
26311,82,56,65,69,67,Wraith Wranglers,5977
26312,33,37,65,71,30,Wraith Wranglers,3487
26313,37,18,16,14,9,Demon Destroyers,1288
26314,54,69,88,51,25,Spectre Slayers,6792
26315,38,46,10,38,15,Mundanifying Mystics,4325
26316,33,37,49,26,19,Mundanifying Mystics,2114
26317,60,66,68,35,24,Demon Destroyers,1500
26318,77,59,80,92,49,Mundanifying Mystics,1908
26319,35,20,40,47,28,Mundanifying Mystics,2924
26320,31,14,16,15,17,Entity Eliminators,2154
26321,83,65,84,89,75,Entity Eliminators,3669
26322,15,36,8,31,28,Mundanifying Mystics,3277
26323,43,22,48,21,39,Entity Eliminators,2818
26324,90,58,86,73,85,Wraith Wranglers,5581
26325,70,32,84,70,82,Phantom Pummelers,3461
26326,70,62,92,78,62,Wraith Wranglers,6518
26327,12,8,34,30,40,Demon Destroyers,1984
26328,33,48,23,10,49,Demon Destroyers,2562
26329,40,43,33,50,46,Mundanifying Mystics,2380
26330,65,38,11,52,50,Entity Eliminators,2185
26331,44,18,32,31,45,Wraith Wranglers,2469
26332,62,56,86,10,49,Phantom Pummelers,2671
26333,74,68,59,63,62,Spectre Slayers,3992
26334,23,44,36,64,23,Spectre Slayers,2483
26335,55,32,11,30,32,Demon Destroyers,2096
26336,39,44,26,23,47,Demon Destroyers,3138
26337,56,73,65,91,72,Demon Destroyers,4936
26338,33,11,32,62,40,Demon Destroyers,3691
26339,47,20,27,24,16,Demon Destroyers,1102
26340,66,68,72,90,55,Mundanifying Mystics,2566
26341,59,74,78,90,64,Entity Eliminators,4717
26342,65,69,80,63,68,Demon Destroyers,3158
26343,31,21,47,52,28,Spectre Slayers,3554
26344,36,49,33,22,23,Spectre Slayers,1980
26345,23,24,69,22,31,Mundanifying Mystics,3909
26346,24,22,54,64,35,Mundanifying Mystics,2964
26347,25,15,58,23,25,Phantom Pummelers,1850
26348,77,83,66,66,68,Demon Destroyers,6065
26349,48,63,46,66,60,Mundanifying Mystics,2478
26350,18,19,20,13,31,Entity Eliminators,1267
26351,83,59,80,44,41,Entity Eliminators,5581
26352,32,19,4,26,35,Phantom Pummelers,1731
26353,83,71,70,44,61,Entity Eliminators,5069
26354,22,42,35,76,32,Demon Destroyers,3265
26355,47,71,57,65,52,Entity Eliminators,3763
26356,47,20,42,31,36,Demon Destroyers,2748
26357,19,49,37,20,25,Phantom Pummelers,3856
26358,26,27,33,53,41,Entity Eliminators,3032
26359,7,23,5,14,7,Entity Eliminators,2628
26360,34,43,22,53,17,Entity Eliminators,1556
26361,42,77,51,59,41,Wraith Wranglers,3538
26362,74,81,65,80,60,Demon Destroyers,3280
26363,73,83,53,52,82,Mundanifying Mystics,4096
26364,40,50,12,29,58,Spectre Slayers,2120
26365,55,22,35,33,56,Spectre Slayers,2392
26366,29,15,22,19,47,Entity Eliminators,2093
26367,80,45,9,35,71,Demon Destroyers,4560
26368,32,24,68,45,43,Entity Eliminators,1893
26369,38,17,25,79,39,Mundanifying Mystics,3623
26370,21,24,36,11,8,Wraith Wranglers,1395
26371,28,16,57,21,14,Phantom Pummelers,1128
26372,20,47,7,71,15,Entity Eliminators,1857
26373,61,44,23,81,59,Spectre Slayers,929
26374,33,31,24,27,48,Phantom Pummelers,3901
26375,63,40,70,26,35,Spectre Slayers,6307
26376,74,71,73,80,77,Mundanifying Mystics,2273
26377,90,64,72,91,71,Phantom Pummelers,4007
26378,80,61,37,63,83,Demon Destroyers,3368
26379,20,66,53,63,69,Entity Eliminators,2075
26380,65,50,66,77,65,Wraith Wranglers,4358
26381,63,78,70,87,65,Entity Eliminators,4270
26382,62,74,59,82,80,Spectre Slayers,2874
26383,49,70,76,29,66,Wraith Wranglers,3989
26384,49,32,47,13,11,Demon Destroyers,1108
26385,31,29,13,42,23,Demon Destroyers,2577
26386,61,64,38,26,62,Mundanifying Mystics,3370
26387,83,79,60,71,77,Phantom Pummelers,4058
26388,26,41,10,29,13,Mundanifying Mystics,3217
26389,8,11,44,11,23,Mundanifying Mystics,3736
26390,36,64,82,64,76,Phantom Pummelers,5237
26391,63,65,60,77,65,Mundanifying Mystics,3058
26392,63,65,69,65,61,Mundanifying Mystics,3473
26393,49,64,21,86,84,Entity Eliminators,3743
26394,56,38,77,59,70,Demon Destroyers,5609
26395,28,24,31,18,17,Demon Destroyers,2095
26396,87,77,74,30,72,Phantom Pummelers,4636
26397,57,32,21,25,31,Entity Eliminators,1362
26398,17,24,7,12,8,Entity Eliminators,1711
26399,40,60,26,30,35,Mundanifying Mystics,4084
26400,61,31,24,30,48,Demon Destroyers,3992
26401,26,28,57,53,37,Demon Destroyers,4060
26402,29,51,17,20,30,Phantom Pummelers,3005
26403,29,44,64,96,76,Wraith Wranglers,5952
26404,89,57,64,83,64,Demon Destroyers,4355
26405,90,71,38,61,56,Spectre Slayers,3223
26406,22,24,23,30,16,Mundanifying Mystics,1796
26407,33,79,76,78,67,Mundanifying Mystics,2812
26408,52,60,39,31,73,Mundanifying Mystics,3390
26409,35,24,37,63,33,Spectre Slayers,1987
26410,72,62,78,54,83,Phantom Pummelers,3318
26411,20,25,19,14,44,Demon Destroyers,2144
26412,64,67,75,90,83,Spectre Slayers,5904
26413,17,28,48,14,49,Demon Destroyers,2670
26414,28,22,8,16,13,Entity Eliminators,1105
26415,61,28,21,53,72,Mundanifying Mystics,3013
26416,17,39,26,30,17,Entity Eliminators,1938
26417,18,17,26,16,19,Phantom Pummelers,1856
26418,27,26,53,14,14,Demon Destroyers,1184
26419,58,71,58,65,69,Entity Eliminators,3801
26420,29,22,26,44,35,Spectre Slayers,1859
26421,37,67,48,51,9,Mundanifying Mystics,1968
26422,28,22,25,59,25,Entity Eliminators,2616
26423,22,44,8,34,16,Mundanifying Mystics,4023
26424,29,30,32,58,21,Demon Destroyers,1880
26425,65,73,58,36,69,Entity Eliminators,4885
26426,16,15,25,13,21,Demon Destroyers,1620
26427,40,23,43,34,14,Spectre Slayers,4462
26428,56,34,22,52,26,Entity Eliminators,2738
26429,77,61,68,59,64,Spectre Slayers,4606
26430,38,13,28,28,48,Demon Destroyers,3549
26431,77,49,47,75,78,Phantom Pummelers,4711
26432,20,11,19,37,46,Demon Destroyers,2046
26433,70,86,76,73,86,Demon Destroyers,4595
26434,41,48,39,53,40,Mundanifying Mystics,4065
26435,79,64,86,81,92,Spectre Slayers,5833
26436,41,19,46,6,33,Mundanifying Mystics,4127
26437,34,31,63,22,61,Entity Eliminators,2084
26438,52,43,55,17,59,Mundanifying Mystics,4003
26439,45,76,57,40,48,Entity Eliminators,5400
26440,43,73,41,65,25,Wraith Wranglers,6001
26441,72,27,82,69,67,Entity Eliminators,5544
26442,62,66,46,87,39,Spectre Slayers,3241
26443,57,74,89,57,73,Mundanifying Mystics,2733
26444,60,44,58,67,84,Wraith Wranglers,3618
26445,25,16,5,47,24,Wraith Wranglers,2558
26446,13,29,10,43,25,Wraith Wranglers,4221
26447,40,54,9,21,58,Demon Destroyers,2229
26448,82,82,82,82,54,Mundanifying Mystics,2080
26449,74,49,27,40,29,Entity Eliminators,1883
26450,23,47,39,65,41,Entity Eliminators,2612
26451,19,28,18,77,66,Demon Destroyers,4134
26452,84,85,72,56,58,Mundanifying Mystics,3011
26453,27,43,29,12,16,Phantom Pummelers,3867
26454,74,20,17,27,31,Demon Destroyers,1952
26455,81,77,64,75,89,Mundanifying Mystics,2770
26456,62,23,51,27,66,Entity Eliminators,2107
26457,20,13,76,5,17,Wraith Wranglers,1376
26458,8,14,6,27,45,Entity Eliminators,2097
26459,45,20,24,33,26,Phantom Pummelers,2417
26460,63,64,79,88,69,Mundanifying Mystics,2717
26461,46,41,9,27,17,Entity Eliminators,1220
26462,55,82,80,84,80,Wraith Wranglers,5073
26463,32,45,18,30,15,Mundanifying Mystics,2930
26464,19,11,12,22,19,Phantom Pummelers,1434
26465,67,78,80,78,58,Mundanifying Mystics,3318
26466,53,17,23,15,24,Mundanifying Mystics,2170
26467,74,57,69,31,76,Mundanifying Mystics,1777
26468,63,29,30,81,65,Demon Destroyers,6129
26469,61,75,44,31,66,Phantom Pummelers,2455
26470,41,38,53,89,29,Demon Destroyers,2720
26471,45,57,76,75,72,Demon Destroyers,3061
26472,6,6,13,31,48,Mundanifying Mystics,3917
26473,81,57,77,86,74,Mundanifying Mystics,2093
26474,64,45,78,61,37,Entity Eliminators,3108
26475,79,76,73,87,87,Spectre Slayers,4252
26476,63,74,59,63,85,Mundanifying Mystics,3318
26477,32,34,37,16,23,Spectre Slayers,2810
26478,72,66,53,66,84,Phantom Pummelers,4683
26479,69,82,90,55,74,Wraith Wranglers,3039
26480,36,46,51,58,76,Mundanifying Mystics,3629
26481,37,62,82,63,69,Entity Eliminators,3302
26482,70,55,84,54,67,Mundanifying Mystics,3953
26483,38,19,69,12,42,Spectre Slayers,3912
26484,80,85,61,35,77,Mundanifying Mystics,2703
26485,67,84,73,77,71,Mundanifying Mystics,3774
26486,21,46,14,26,54,Spectre Slayers,1887
26487,37,63,44,47,68,Entity Eliminators,3040
26488,43,23,35,54,23,Entity Eliminators,2942
26489,22,19,8,29,13,Phantom Pummelers,2280
26490,51,25,25,6,11,Phantom Pummelers,1624
26491,72,87,26,58,70,Mundanifying Mystics,2179
26492,80,77,77,80,47,Entity Eliminators,6839
26493,17,44,66,34,21,Demon Destroyers,1810
26494,17,22,8,65,15,Mundanifying Mystics,3931
26495,22,30,20,22,21,Entity Eliminators,2512
26496,60,72,47,57,76,Mundanifying Mystics,2783
26497,73,81,66,45,79,Demon Destroyers,6383
26498,64,79,78,26,53,Mundanifying Mystics,2140
26499,43,21,42,73,40,Wraith Wranglers,5216
26500,78,45,77,48,27,Phantom Pummelers,2851
26501,54,48,20,21,17,Phantom Pummelers,3890
26502,83,76,73,46,62,Mundanifying Mystics,1847
26503,24,17,51,24,40,Demon Destroyers,2751
26504,36,28,50,23,40,Entity Eliminators,1390
26505,52,72,81,69,53,Wraith Wranglers,5640
26506,58,59,64,31,41,Mundanifying Mystics,1250
26507,24,24,20,22,18,Demon Destroyers,1206
26508,67,72,82,90,72,Demon Destroyers,5491
26509,82,61,89,38,29,Wraith Wranglers,3103
26510,54,45,62,30,47,Entity Eliminators,4362
26511,17,22,18,17,18,Entity Eliminators,2639
26512,29,32,21,23,16,Entity Eliminators,1741
26513,74,76,45,90,66,Mundanifying Mystics,2096
26514,17,18,25,83,27,Spectre Slayers,2073
26515,25,27,21,18,14,Mundanifying Mystics,2780
26516,36,78,64,64,67,Mundanifying Mystics,3525
26517,34,34,69,46,24,Demon Destroyers,2584
26518,20,18,29,21,45,Phantom Pummelers,1647
26519,23,7,43,64,17,Demon Destroyers,1554
26520,46,47,26,71,61,Mundanifying Mystics,3466
26521,9,14,36,19,40,Mundanifying Mystics,3125
26522,40,44,20,17,33,Phantom Pummelers,2508
26523,35,55,44,58,53,Entity Eliminators,4301
26524,43,58,72,66,55,Entity Eliminators,4081
26525,27,43,72,77,35,Phantom Pummelers,2310
26526,57,57,41,74,67,Wraith Wranglers,5529
26527,59,53,63,59,68,Mundanifying Mystics,2562
26528,71,63,80,77,83,Mundanifying Mystics,2055
26529,30,29,28,6,52,Demon Destroyers,1849
26530,23,21,23,14,28,Entity Eliminators,1577
26531,55,28,31,24,41,Demon Destroyers,2124
26532,42,59,53,76,66,Spectre Slayers,4229
26533,35,33,50,23,24,Spectre Slayers,5160
26534,74,71,89,89,61,Demon Destroyers,3773
26535,75,84,78,81,43,Demon Destroyers,2785
26536,20,18,16,27,55,Wraith Wranglers,2181
26537,70,59,76,41,71,Demon Destroyers,3439
26538,15,40,18,28,45,Phantom Pummelers,2380
26539,10,23,25,13,12,Demon Destroyers,1281
26540,71,57,77,91,84,Wraith Wranglers,5296
26541,47,65,17,21,13,Wraith Wranglers,1259
26542,36,42,25,31,44,Demon Destroyers,3077
26543,23,26,6,14,20,Entity Eliminators,1884
26544,23,53,61,44,14,Entity Eliminators,5244
26545,69,61,55,90,89,Phantom Pummelers,5429
26546,58,68,73,82,55,Spectre Slayers,4527
26547,18,50,7,13,20,Spectre Slayers,1420
26548,34,75,52,56,24,Mundanifying Mystics,2821
26549,53,25,34,18,27,Mundanifying Mystics,2885
26550,74,71,39,73,60,Mundanifying Mystics,2930
26551,8,31,16,10,16,Demon Destroyers,1199
26552,34,29,8,18,14,Entity Eliminators,2857
26553,66,20,24,21,44,Entity Eliminators,2805
26554,23,23,64,35,27,Entity Eliminators,1763
26555,75,63,87,67,65,Entity Eliminators,6836
26556,34,26,23,41,39,Entity Eliminators,1669
26557,26,13,14,39,24,Mundanifying Mystics,4213
26558,27,40,14,12,36,Demon Destroyers,2469
26559,57,78,66,89,80,Wraith Wranglers,7121
26560,57,54,52,55,51,Entity Eliminators,2730
26561,35,57,77,34,60,Phantom Pummelers,4336
26562,33,40,23,22,17,Wraith Wranglers,3065
26563,76,42,71,85,85,Spectre Slayers,4486
26564,40,40,23,12,36,Phantom Pummelers,3154
26565,37,19,47,19,20,Entity Eliminators,2598
26566,41,64,71,86,72,Mundanifying Mystics,3158
26567,78,74,51,66,75,Phantom Pummelers,6775
26568,7,34,21,69,21,Wraith Wranglers,3764
26569,30,16,6,29,25,Demon Destroyers,2561
26570,58,57,61,89,70,Demon Destroyers,4554
26571,41,67,58,33,56,Mundanifying Mystics,2798
26572,22,23,25,17,34,Demon Destroyers,3026
26573,69,74,55,73,50,Wraith Wranglers,4780
26574,41,47,15,49,37,Wraith Wranglers,2393
26575,74,67,71,64,86,Phantom Pummelers,4791
26576,35,41,58,73,56,Demon Destroyers,3480
26577,70,61,61,77,81,Wraith Wranglers,5423
26578,14,30,8,15,10,Phantom Pummelers,1733
26579,76,59,60,83,80,Spectre Slayers,6329
26580,37,24,59,21,40,Entity Eliminators,2547
26581,35,33,39,52,21,Wraith Wranglers,3478
26582,28,21,32,27,44,Phantom Pummelers,2499
26583,73,72,64,87,66,Mundanifying Mystics,2452
26584,74,83,64,93,72,Demon Destroyers,4734
26585,74,70,83,75,80,Entity Eliminators,4654
26586,18,28,31,26,30,Mundanifying Mystics,3115
26587,70,50,74,61,74,Demon Destroyers,3744
26588,26,24,23,49,65,Entity Eliminators,3238
26589,86,80,42,91,47,Demon Destroyers,3285
26590,69,51,68,67,81,Mundanifying Mystics,2711
26591,36,67,85,67,79,Mundanifying Mystics,2615
26592,40,24,36,44,19,Phantom Pummelers,1391
26593,51,68,56,52,71,Spectre Slayers,4498
26594,85,33,78,24,30,Entity Eliminators,4808
26595,63,62,83,65,57,Mundanifying Mystics,2946
26596,37,39,23,78,22,Spectre Slayers,1417
26597,51,51,73,87,75,Demon Destroyers,5322
26598,20,38,3,31,11,Entity Eliminators,1109
26599,59,71,80,68,72,Demon Destroyers,4375
26600,49,26,52,17,42,Phantom Pummelers,1373
26601,49,26,35,37,42,Wraith Wranglers,2787
26602,78,63,16,53,39,Wraith Wranglers,3764
26603,63,69,60,79,50,Phantom Pummelers,2974
26604,23,51,21,56,16,Demon Destroyers,2434
26605,87,91,70,58,69,Mundanifying Mystics,2375
26606,19,42,51,27,15,Phantom Pummelers,1830
26607,41,24,26,69,44,Demon Destroyers,3969
26608,41,50,82,50,48,Spectre Slayers,4297
26609,31,69,45,51,43,Spectre Slayers,5172
26610,59,45,38,29,46,Mundanifying Mystics,2756
26611,50,78,68,54,77,Demon Destroyers,3643
26612,29,50,33,40,50,Phantom Pummelers,3591
26613,65,67,90,65,82,Entity Eliminators,7774
26614,61,73,26,85,84,Demon Destroyers,5496
26615,56,53,73,76,64,Mundanifying Mystics,2572
26616,21,33,15,22,41,Phantom Pummelers,2270
26617,5,21,63,44,34,Mundanifying Mystics,3563
26618,53,71,66,73,46,Wraith Wranglers,4791
26619,15,11,20,22,30,Demon Destroyers,2004
26620,64,55,71,59,61,Demon Destroyers,3508
26621,78,81,22,62,71,Demon Destroyers,6669
26622,24,45,50,47,32,Phantom Pummelers,3582
26623,34,29,31,30,19,Phantom Pummelers,2062
26624,14,18,46,24,21,Phantom Pummelers,2846
26625,21,15,4,62,11,Phantom Pummelers,1634
26626,20,21,31,26,15,Wraith Wranglers,2711
26627,60,36,61,66,56,Wraith Wranglers,6606
26628,68,61,74,82,56,Entity Eliminators,5080
26629,51,65,84,72,31,Phantom Pummelers,3112
26630,16,11,61,31,13,Mundanifying Mystics,2725
